,Carbohydrate,Energy,Fat,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Calcium,Fibre,Vitamin D,Vitamin B12,Riboflavin,Vitamin C,Thiamin,Of which Polyunsaturated,Sodium,Vitamin E,Iodine,Vitamin B6,Omega 3,Chloride,Vitamin A,Manganese,Vitamin K,Potassium,Iron,Zinc,Niacin,Folic Acid,Pantothenic Acid,Biotin,Magnesium,Selenium,Salt Equivalent,Copper,Polyunsaturates,Of which Polyols,Of which Trans,Of which Starch,Cholesterol
1903,57.5g,375kcal,9.9g,1.7g,18.7g,9.6g,0.03g,Jordans Four Nut Muesli,,8.6g,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,
1904,61.6g,412kcal,12.6g,2.3g,24.4g,9.9g,0.03g,Jordans Crunchy Oat Granola Raisin & Almond,,6.6g,,,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,
1905,56.1g,379kcal,11.0g,4.1g,12.1g,10.7g,0.1g,MOMA Bircher Muesli Raspberry & Coconut,,9.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,69.6g,361kcal,1.7g,0.4g,10.6g,11.3g,0.42g,Essential Malted Wheats,,10.9g,100% of NRV,100% of NRV,100% of NRV,,100% of NRV,,,,,100% of NRV,,,,,,,100% of NRV,,100% of NRV,100% of NRV,100% of NRV,,,,,,,,,,
1907,80.0g,kJ,0.8g,0.2g,4.0g,8.0g,0.8g,Whole Earth corn flakes,,5.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,74g,375kcal,2.9g,0.5g,12g,9.5g,0.04g,BEAR Alphabites Multigrain Cereal,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,58g,374kcal,8.7g,1.2g,1.0g,12g,0.03g,Ready Brek Original Smooth Porridge Oat Sachets,1340mg,7.9g,4.3µg,2.1µg,1.2mg,,0.94mg,,,,,1.2mg,,,,,,,12mg,,14mg,170µg,,,,,,,,,,,
1910,79g,371kcal,2g,0.3g,23g,7.0g,0.98g,Kellogg's Just Right,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,57g,365kcal,5.8g,0.8g,12g,17g,0.15g,Quaker Oat So Simple Original Pot,,7.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,65g,376kcal,5.2g,1.1g,28g,14g,0.31g,Quaker Oat So Simple Pot Sweet Cinnamon,,5.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,74.1g,422kcal,10.2g,1.1g,25.0g,6.2g,0.88g,Nestlé Curiously Cinnamon,626mg,4.3g,3.14µg,,1.3mg,,1.3mg,,,,,1.3mg,,,,,,,7.3mg,,14.7mg,178µg,5.3mg,,,,,,,,,,
1914,84g,382kcal,1.9g,0.9g,17g,6.3g,0.65g,Kellogg's Coco Pops,,3g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1915,87g,375kcal,0.6g,0.1g,37g,4.5g,0.83g,Kellogg's Frosties,,2g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1916,58g,375kcal,6.5g,1.0g,11g,13g,0.84g,Quaker Original Oat Crisp,,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,71.2g,340kcal,1.5g,0.3g,18.0g,8.4g,0.03g,Essential No Added Sugar Raisin Wheats,,8.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,10.6g,64kcal,1.2g,0.3g,0.1g,2.1g,0g,Rude Health Puffed Oats,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,73g,1571/372,2.5g,0.4g,5g,9.6g,0g,Sharpham Park Crunchy Spelt Bran Flakes,,9.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,54g,351kcal,4.3g,0.8g,14g,13g,0.58g,Weetabix crunchy bran,344mg,22g,4.3µg,2.1µg,1.2mg,,0.94mg,,,,,1.2mg,,,,,,,12mg,,14mg,250µg,,,,,,,,,,,
1921,85.1g,394kcal,2.8g,1.5g,29.3g,6.0g,0.65g,Essential Choco Pops,,2.4g,64% of NRV,64% of NRV,64% of NRV,,64% of NRV,,,,,64% of NRV,,,,,,,86% of NRV,,63% of NRV,65% of NRV,65% of NRV,,,,,,,,,,
1922,67g,460kcal,17g,5g,31g,8g,0.83g,Kellogg's Crunchy Nut Chocolate Clusters Cereal,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,67g,375kcal,4.7g,0.8g,26g,14g,0.24g,Quaker Oat So Simple Pot Summer Berries,,4.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,65g,375kcal,5.0g,1.0g,28g,14g,0.30g,Quaker Oat So Simple Pot Apple & Blueberry,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,87g,375kcal,0.6g,0.1g,37g,4.5g,0.83g,Kellogg's Frosties,,2g,8.4?g,2.1?g,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166?g,,,,,,,,,,,
1926,84g,382kcal,1.9g,0.9g,17g,6.3g,0.65g,Kellogg's Coco Pops,,3g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1927,79g,373kcal,1.5g,0.3g,19g,8g,0.95g,Kellogg's Special K Peach & Apricot,,4.5g,7.9µg,2.0µg,2.2mg,,1.7mg,,,,,1.1mg,,,,,,,11.1mg,7.90mg,12.6mg,316µg,,,,,,,,,,,
1928,86g,387kcal,1.2g,0.4g,7.9g,7g,1g,Kellogg's Rice Krispies,,2g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1929,68g,447kcal,15g,3g,26g,8g,0.95g,Kellogg's Crunchy Nut Clusters Honey & Nut,,4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,65g,359kcal,2.6g,0.4g,14g,12g,0.68g,Kellogg's Bran Flakes,,14g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,11.6mg,,13.3mg,334µg,,,,,,,,,,,
1931,68g,387kcal,5.4g,1.2g,15g,12g,0.04g,Nestlé Shredded Wheat Honey & Nut,,9.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,87g,383kcal,1g,0.2g,10g,6g,1.13g,Kellogg's Variety 8 Pack,,1g,4.2µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8mg,,13.3mg,166µg,,,,,,,,,,,
1933,67g,376kcal,5.0g,0.8g,27g,14g,0.22g,Quaker Oat So Simple Pot Banana & Strawberry,,5.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,78g,382kcal,3.1g,0.6g,15g,7.5g,0.18g,Kellogg's Rice Krispies Multi-Grain Shapes,456mg,7.5g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8mg,,13.3mg,166µg,,,,,,,,,,,
1935,76g,370kcal,1.5g,0.2g,25g,9.2g,0.61g,Nestlé Frosted Shreddies,,9.0g,,,0.77mg,,,,,,,0.84mg,,,,,,,6.5mg,,9.3mg,93.8µg,3.3mg,,,,,,,,,,
1936,63g,407kcal,11g,1.2g,21g,7.6g,0.83g,Kellogg's All-Bran Fibre Crunch,,13g,5.5µg,1.4µg,0.78mg,,0.62mg,,,,,0.78mg,,,,,,,8.0mg,,9.0mg,166µg,,,,,,,,,,,
1937,75g,371kcal,1.9g,0.6g,27g,9.2g,0.58g,Nestlé Coco Shreddies,,9.3g,,,0.73mg,,,,,,,0.80mg,,,,,,,7.0mg,,9.0mg,88.4µg,3.1mg,,,,,,,,,,
1938,66g,373kcal,5.1g,0.9g,29g,14g,0.55g,Quaker Oat So Simple Golden Syrup Big Pot,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,64g,371kcal,5.8g,1.0g,0.9g,11g,<0.01g,Flahavan's Irish Porridge Oats 10s Original,,8.3g,,,,,0.36mg,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,24.0g,126kcal,0.8g,0.2g,0.2g,4.2g,0g,Rude Health Spelt Flakes,,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,63.6g,354kcal,3.9g,1.0g,26.8g,13.9g,0.26g,MOMA Cranberry & Raisin Porridge,,6.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,70g,441kcal,14g,4g,28g,7.2g,0.95g,Kellogg's Krave Milk Chocolate,,3.1g,,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1943,69g,380kcal,6g,3.5g,24g,8g,1g,Kellogg's Fruit'n Fibre,,9g,6.3?g,1.6?g,0.88mg,,0.69mg,,,,,0.88mg,,,,,,,8.8mg,,10.1mg,250?g,,,,,,,,,,,
1944,68g,349kcal,2g,0.3g,30g,9.3g,0.58g,Kellogg's Sultana Bran,,11g,6.4µg,1.6µg,0.88mg,,0.69mg,,,,,0.88mg,,,,,,,8.8mg,,10mg,250µg,,,,,,,,,,,
1945,68g,450kcal,16g,4g,29g,6.9g,1.1g,Kellogg's Krave Chocolate Hazelnut,,3.3g,,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1946,42g,414kcal,16g,1.8g,4.7g,15g,0.28g,Kellogg's All-Bran Prebiotic Almond & Pumpkin Seeds,,21g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,45g,388kcal,12g,1.3g,4.9g,14g,0.31g,Kellogg's All-Bran Prebiotic Oaty Clusters,,22g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,57.8g,373kcal,6.4g,1.4g,13.2g,17.5g,0.23g,Waitrose Original Porridge,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,86g,387kcal,1.2g,0.4g,7.9g,7g,1g,Kellogg's Rice Krispies,,2.0g,8.4µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1950,75g,407kcal,7.7g,2.7g,25g,6.7g,0.73g,Kellogg's Coco Pops Rocks,,5.5g,5.0µg,2.1µg,1.2mg,,0.91mg,,,,,1.2mg,,,,,,,8.0mg,,13.3mg,166µg,,,,,,,,,,,
1951,71g,328kcal,1.8g,0.2g,13g,11g,0.01g,Kellogg's Raisin Wheats,,7.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,84g,382kcal,1.1g,0.3g,8.3g,7.4g,0.97g,Go Free Gluten Free Corn Flakes,,4.0g,,,1.6mg,,,,,,,1.5mg,,,,,,,16mg,,20mg,219µg,4.6mg,,,,,,,,,,
1953,62.6g,378kcal,6.0g,1.2g,18.5g,15.6g,0.23g,Waitrose LoveLife Golden Syrup Flavour Porridge,,5.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,72g,364kcal,2g,0.6g,17g,10g,0.03g,Kellogg's Frosted Wheats,,9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,31.05g,162kcal,0.72g,0.18g,0.68g,5.85g,0g,Rude Health Puffed Wheat,,3.87g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,71.6g,335kcal,2.5g,0.3g,4.2g,9.6g,<1g,Sharpham Park Spelt Multi Flakes,,8.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,50.3g,408kcal,15.2g,2.2g,17.4g,13.5g,0.03g,Dorset Cereals Gluten Free Tropical Muesli,,7.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,48.6g,405kcal,15.4g,2.0g,18.1g,13.4g,0.03g,Dorset Cereals Gluten Free Berry Muesli,,9.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,48.3g,463kcal,20.9g,2.6g,9.9g,13.3g,0.04g,Bio&Me Super Seedy & Nutty Granola,,14.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,53.7g,400kcal,14.4g,3.6g,10.0g,11.4g,0.02g,Deliciously Ella Buckwheat Granola,,5.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,39.7g,483kcal,26.4g,4.8g,3.6g,12.2g,0.37g,Lizi's Low Sugar Granola Maple & Pecan,,18.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,52.1g,476kcal,23.8g,6.0g,15.5g,9.5g,0.07g,Lizi's Passionfruit & Pistachio Granola,,7.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.1g,,
1963,57.0g,456kcal,19.3g,2.7g,15.4g,9.3g,0.0g,"White's Apple, Cranberry & Raspberry Granola",,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,53.0g,475kcal,22.9g,4.2g,13.9g,9.5g,0.0g,"White's Hazelnut, Almonds & Honey Granola",,9.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,80g,400kcal,3.3g,0.5g,13g,10g,1.0g,Nature's Path Mesa Sunrise,,10g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,64.2g,365.3kcal,5.5g,0.9g,0.8g,7.8g,0.1g,White's Organic Jumbo Oats,,10.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,51.8g,386kcal,13.8g,2.5g,15.9g,11.1g,0.04g,Deliciously Ella Original Granola,,6.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,48.6g,405kcal,16.7g,2.3g,11.4g,12.4g,0.04g,Deliciously Ella Nutty Granola,,6.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,65.2g,379kcal,7.3g,1.2g,6.5g,15.2g,0.02g,Deliciously Ella Bircher Muesli,,10.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,40.2g,494kcal,29.6g,7.7g,12.5g,13.6g,0.01g,Eat Natural Granola Buckwheat & Honey,,6.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,33.0g,495kcal,31.4g,9.2g,4.4g,13.7g,0.04g,Eat Natural Low Sugar Granola,,12.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,58.2g,369kcal,7.6g,1.2g,1.5g,11.9g,0.01g,Waitrose Free From Gluten Free Rolled Porridge Oats,,10.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,58.2g,369kcal,7.6g,1.2g,1.5g,11.9g,0.01g,Waitrose Free From Porridge Oats,,10.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,62g,425kcal,14g,1.9g,16g,8.1g,0.28g,"W.K Kellogg Raspberry, Apple & Carrot Granola",,9.4g,,,,,,,,,,,,,,,,420mg,2.9mg,1.80mg,,,,,75.0mg,,,,,,,,
1975,61g,431kcal,15g,2g,13g,8.6g,0.23g,W.K Kellogg No Added Sugar Simply Granola,,8.6g,,,,,,,,,,,,,,,,422mg,3.1mg,1.83mg,,,,,77.3mg,,,,,,,,
1976,53.2g,386kcal,12.2g,1.6g,24.9g,11.2g,0.06g,Waitrose Free From Muesli,,9.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,79g,375kcal,1.5g,0.3g,15g,9g,1g,Kellogg's Special K Original,,4.5g,8.4µg,2.1µg,2.3mg,,1.8mg,,,,,1.2mg,,,,,,,11.6mg,8.4mg,13.4mg,334µg,,,,,,,,,,,
1978,56.1g,367kcal,8.4g,1.3g,1.0g,12.1g,<0.01g,Mornflake Organic Oats,,9.1g,,,,,,,,,,,,,,3.4mg,,,,2.1mg,,,,,,,,,,,,,
1979,63.6g,358kcal,6.8g,1.2g,1.0g,6.7g,0.01g,Jordans porridge oats conservation grade,,7.9g,,,,,,2.7g,,,,,,,,,,,,,,,,,,,,,,,,,
1980,44g,450kcal,17g,3.1g,12g,27g,0.62g,Lizi's High Protein Granola,,6.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,53.6g,363kcal,9.5g,1.0g,11.0g,11.5g,0.02g,Deliciously Ella Berry Granola,,7.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,50.8g,337kcal,3.3g,0.6g,12.3g,13.6g,0.50g,Essential High Fibre Bran,,24.9g,100% of NRV,100% of NRV,100% of NRV,,100% of NRV,,,,,100% of NRV,,,,,,,100% of NRV,,100% of NRV,100% of NRV,100% of NRV,,,,,,,,,,
1983,47.4g,474kcal,23.7g,4.7g,9.5g,12.6g,0.04g,Waitrose Free From Granola,,10.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,60.5g,367kcal,6.4g,1.2g,1.1g,11.7g,Trace,Nairn's gluten free porridge oats,,10.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,56.1g,367kcal,8.4g,1.3g,1.0g,12.1g,<0.01g,Mornflake Stoneground Oatmeal Medium,,9.1g,,,,,,,,,,,,,,3.4mg,,,,2.1mg,,,,,,,,,,,,,
1986,59.5g,378kcal,9.3g,1.7g,18.2g,10.2g,0.03g,Dorset Cereals Organic Muesli,,7.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,83g,367kcal,3.3g,0.6g,23g,7g,1.1g,Natures Path Maple Sunrise,,10g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,55.4g,415kcal,13.3g,1.5g,1.2g,14g,<0.01g,Flahavan's Irish Multi Seed Porridge Oats,,9g,,,,,0.47g,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,83.1g,374kcal,0.9g,0.3g,12.3g,7.3g,0.54g,Waitrose LOVELife Toasted Rice & Wheat Flakes,,2.4g,100% of NRV,100% of NRV,100% of NRV,,100% of NRV,,,,,100% of NRV,,,,,,,100% of NRV,,100% of NRV,100% of NRV,100% of NRV,,,,,,,,,,
1990,81.8g,371kcal,0.8g,0.3g,14.2g,7.2g,0.50g,Waitrose LOVELife Red Fruit Toasted Rice & Wheat Flakes,,3.8g,96% of NRV,96% of NRV,93% of NRV,,91% of NRV,,,,,93% of NRV,,,,,,,93% of NRV,,94% of NRV,95% of NRV,95% of NRV,,,,,,,,,,
1991,34.3g,512kcal,32.1g,6.2g,12.1g,18.4g,0.01g,"Eat Natural Protein Granola Almonds, Seeds",,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,55.7g,448kcal,16.1g,2.4g,2.9g,16.1g,0.03g,Jordans Low Sugar Granola Almond & Hazlenut,,7.9g,,,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,
1993,62.3g,437kcal,14.3g,2.2g,4.8g,11.0g,0.03g,Jordans Low Sugar Granola Cherry & Almond,,7.4g,,,,,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,
1994,56g,449kcal,19g,3g,13g,9g,0.2g,W.K Kellogg Cocoa & Hazelnut Granola,,9.2g,,,,,,,,,,,,,,,,520mg,4.5mg,2.10mg,,,,,90.0mg,,,,,,,,
1995,52g,390kcal,11g,1.6g,14g,12g,0.03g,Sharpham Park Spelt Millers Muesli,,9.1g,,,,,,,,,,,,,,1.5mg,,,,,,,,,111mg,,,,,,,,
1996,21.7g,111kcal,0.6g,0.2g,3.6g,3.6g,0g,Rude Health Honey Spelt Puffs,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,53g,380kcal,7.6g,1.1g,1.2g,22g,0.20g,Quaker Oat So Simple Protein Original 8s,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,52.5g,376kcal,10.5g,1.5g,9.7g,14.1g,0.02g,Deliciously Ella Fruit & Nut Muesli,,8.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,72.0g,397kcal,6.1g,1.0g,21.6g,9.1g,0.57g,Nestlé Organic Honey & Chocolate Cheerios,,8.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,58.7g,358kcal,4.9g,1.2g,12.5g,16.8g,0.29g,MOMA No Added Sugar Plain Porridge,,7.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,59g,391kcal,11g,0.9g,21g,7.6g,0.80g,Kellogg's All-Bran Berry Crunch,,13g,2.7µg,1.4µg,0.76mg,,0.59mg,,,,,0.76mg,,,,,,,5.0mg,,8.6mg,218µg,,,,,,,,,,,
2002,47.7g,355kcal,8.6g,1.0g,11.9g,8.3g,0.28g,Waitrose Gut Health Berry Granola & Flakes,,27.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,65g,392kcal,7g,0.6g,12g,13g,0.73g,Kellogg's Special K Protein Nuts Clusters Seeds,,8.3g,4.8µg,1.5µg,1.3mg,,1.0mg,,,,,0.84mg,,,,,,,8.4mg,,9.6mg,242µg,,,,,,,,,,,
2004,52.3g,395kcal,11.2g,1.3g,9.8g,9.0g,0.22g,Waitrose Gut Health Apple & Almond Granola,,24.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,18g,110kcal,1.8g,0.4g,2.9g,3.4g,0.04g,Rude Health Fruity Bircher,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,62g,374kcal,7.1g,1.2g,6.5g,11g,0.02g,"Quaker Perfect Blends Apple, Raisin & Cinnamon 8s",,9.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,55g,381kcal,9.6g,1.4g,1.0g,13g,<0.01g,Flahavan's Irish Porridge Oats 10s 3 Seed & Oat Bran,,10.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,60g,376kcal,7.8g,1.3g,1.1g,12g,0.02g,Quaker Perfect Blends Multi Grain 10s,,9.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,61g,367kcal,7.4g,1.3g,3.9g,10g,0.07g,"Quaker Perfect Blends Blueberry, Cranberry & Guava 8s",,11g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,38.9g,438kcal,24.0g,3.9g,34.3g,14.0g,0.115g,Rude Health Date & Seed Bars Peanut,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,80g,382kcal,2.7g,1.0g,27g,7.5g,0.50g,Oreo O's Cereal,,3.9g,2.8?g,1.4?g,0.78mg,,0.62mg,,,,,0.78mg,,,,,,,7.8mg,,9.0mg,112?g,,,,,,,,,,,
2012,11.8g,68kcal,1.2g,0.2g,2.4g,1.7g,0g,Rude Health Honey Puffed Oats,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,56g,378kcal,5.8g,1.1g,17g,22g,1.0g,Quaker Oat So Simple Protein Golden Syrup 8s,,6.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,43.9g,372kcal,15.9g,2.4g,35.2g,11.5g,0.11g,Rude Health Peanut & Date Bars Banana,,3.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,62g,443kcal,14g,4.2g,13g,14g,0.29g,W.K Kellogg Plant Protein Crunch Chocolate Coconut,,6.6g,,,,,,,,,,,,,,,,,,,,,,,67mg,,,,,,,,
2016,44.7g,456kcal,25.7g,11.7g,36.3g,8.4g,0.03g,Rude Health Date & Nut Bars Coconut,,6.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,69g,371kcal,3.2g,0.5g,14g,12g,0.78g,Kellogg's Special K Protein Berry Clusters Seeds,,8.9g,5.3µg,1.7µg,1.5mg,,1.2mg,,,,,0.92mg,,,,,,,9.2mg,,10.6mg,266µg,,,,,,,,,,,
2018,56.1g,367kcal,8.4g,1.3g,1.0g,12.1g,0.01g,Essential Porridge Oats,,9.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,60.9g,369kcal,7.5g,2.5g,9.9g,10.2g,0.10g,Waitrose Porridge Oats with Dates,,8.5g,,,,,,1.6g,,,,,,,,,,,,,,,,,,,,,,,,,
2020,61.2g,388kcal,9.0g,1.2g,1.4g,12.7g,0.06g,Waitrose Free From Porridge Oats,,5.7g,,,,,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,
2021,71g,398kcal,7.4g,1.0g,19g,8.7g,0.50g,Quaker Oat So Simple Golden Syrup 18s,,5.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,68g,379kcal,6.4g,1.2g,19g,8.8g,0g,Quaker Oat So Simple Strawberry Raspberry & Cranberry 10s,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,65g,384kcal,7.6g,2.0g,19g,9.8g,0.27g,Quaker Oat So Simple Chocolate 10s,,8.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,60.4g,353kcal,6.7g,1.1g,15.3g,10.0g,0.00g,MOMA Apple Date & Caramel Jumbo Oat Porridge,,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,63g,372kcal,5.2g,1.2g,27g,15g,0.47g,Quaker Oat So Simple Chocolate Pot,,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,51.8g,378kcal,11.1g,1.7g,1.7g,13.0g,0.01g,MOMA Raspberry Chia & Pumpkin Seeds Jumbo Oat Porridge,,9.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,61.6g,365kcal,5.9g,0.9g,1.1g,11.9g,0.03g,Essential Original Instant Oats,,8.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,49.8g,384kcal,13.4g,2.3g,8.3g,13.2g,0.30g,MOMA Peanut Butter & Maple Syrup Jumbo Oat Porridge,,8.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,34.5g,167kcal,2.5g,0.8g,8.3g,5.1g,0.0g,Rude Health Fruity Date Porridge,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,28.6g,176kcal,4.1g,1.0g,0.4g,6.1g,0.0g,Rude Health 5 Grain 5 Seed Porridge,,6.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,57g,365kcal,5.8g,0.8g,12g,17g,0.15g,Quaker Oat So Simple Original Big Pot,,7.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,63.4g,361kcal,4.2g,1.0g,22.5g,15.1g,0.28g,MOMA Golden Syrup Porridge,,6.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,63.0g,361kcal,4.1g,0.9g,17.8g,14.0g,0.15g,Waitrose LoveLife Multigrain Red Berries Porridge,,7.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,69.3g,366kcal,4.3g,0.7g,28.3g,8.2g,0.03g,Essential Golden Syrup Instant Oats,,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,55g,416kcal,16g,6.1g,15g,11g,0.03g,The Great British Porridge Blueberry & Banana,,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,56.6,409kcal,13.2,3.5,22.2,12.6,0.2,Wolfys Nutty Porridge with Honey Pot,,6.9,,,,,,3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,34.4,
2037,62.0g,397kcal,3.2g,0.5g,1.7g,9.3g,0.01g,Rude Health Organic Gluten Free Sprouted Porridge,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
